practice,inr,population,value,date
301641,41.0,3890,0.010539845758354757,2020-04-01
301645,35.0,4714,0.007424692405600339,2020-04-01
301825,38.0,5375,0.007069767441860465,2020-04-01
301839,235.0,11063,0.021241977763716894,2020-04-01
301892,38.0,3064,0.012402088772845953,2020-04-01
301893,55.0,5844,0.009411362080766598,2020-04-01
301975,71.0,7603,0.009338419045113771,2020-04-01
301977,17.0,1116,0.015232974910394265,2020-04-01
301994,15.0,3505,0.0042796005706134095,2020-04-01
302051,0.0,5533,0.0,2020-04-01
302060,30.0,5132,0.005845674201091193,2020-04-01
302099,52.0,7757,0.006703622534484982,2020-04-01
302126,120.0,8969,0.013379417995317203,2020-04-01
302154,52.0,5104,0.01018808777429467,2020-04-01
302227,6.0,3712,0.0016163793103448276,2020-04-01
302236,18.0,2620,0.006870229007633588,2020-04-01
302269,129.0,10101,0.012771012771012771,2020-04-01
302294,49.0,1984,0.02469758064516129,2020-04-01
302323,55.0,2364,0.023265651438240272,2020-04-01
302351,49.0,2270,0.02158590308370044,2020-04-01
302356,37.0,5030,0.007355864811133201,2020-04-01
302378,126.0,6005,0.020982514571190675,2020-04-01
302385,128.0,10411,0.01229468831044088,2020-04-01
302459,26.0,2760,0.009420289855072464,2020-04-01
302499,43.0,5449,0.007891356212149018,2020-04-01
302516,39.0,7824,0.004984662576687116,2020-04-01
302534,92.0,7410,0.012415654520917679,2020-04-01
302539,136.0,14160,0.0096045197740113,2020-04-01
302573,41.0,7513,0.005457207506987888,2020-04-01
302575,43.0,3427,0.012547417566384594,2020-04-01
302579,29.0,3365,0.00861812778603269,2020-04-01
302588,86.0,8774,0.009801686801914749,2020-04-01
302594,130.0,10534,0.012340991076514145,2020-04-01
302596,44.0,6103,0.00720956906439456,2020-04-01
302912,109.0,5975,0.01824267782426778,2020-04-01
302973,17.0,2660,0.006390977443609023,2020-04-01
303099,0.0,5739,0.0,2020-04-01
303108,15.0,3493,0.00429430289149728,2020-04-01
303159,30.0,10156,0.0029539188656951556,2020-04-01
303179,20.0,3930,0.005089058524173028,2020-04-01
303180,2.0,11188,0.0001787629603146228,2020-04-01
303182,49.0,8320,0.005889423076923077,2020-04-01
303217,5.0,4711,0.0010613457864572277,2020-04-01
303233,44.0,8329,0.005282747028454797,2020-04-01
303292,0.0,3883,0.0,2020-04-01
303318,8.0,2760,0.002898550724637681,2020-04-01
303462,100.0,8866,0.011279043537108053,2020-04-01
303498,43.0,4594,0.00936003482803657,2020-04-01
303547,21.0,3800,0.005526315789473684,2020-04-01
303562,19.0,3074,0.006180871828236825,2020-04-01
303564,8.0,3023,0.0026463777704267286,2020-04-01
303568,6.0,3223,0.001861619609059882,2020-04-01
303588,96.0,14935,0.006427854034147975,2020-04-01
303613,2.0,2401,0.0008329862557267805,2020-04-01
303643,5.0,2206,0.0022665457842248413,2020-04-01
303749,47.0,8623,0.0054505392554795315,2020-04-01
303815,20.0,6901,0.002898130705694827,2020-04-01
303844,29.0,8201,0.0035361541275454214,2020-04-01
303941,48.0,8617,0.005570384124405245,2020-04-01
304557,46.0,5897,0.0078005765643547565,2020-04-01
304560,69.0,5906,0.011683034202505925,2020-04-01
304639,30.0,3719,0.008066684592632429,2020-04-01
305097,11.0,3306,0.003327283726557774,2020-04-01
305121,17.0,4474,0.003799731783638802,2020-04-01
305149,3.0,2448,0.0012254901960784314,2020-04-01
305159,9.0,4313,0.0020867145838163693,2020-04-01
305803,0.0,630,0.0,2020-04-01
306091,42.0,3067,0.013694163677861103,2020-04-01
54966,21.0,2152,0.009758364312267658,2020-04-01
59535,0.0,5045,0.0,2020-04-01
26176,4.0,7515,0.0005322687957418496,2020-04-01
295768,33.0,3835,0.008604954367666232,2020-04-01
296397,61.0,8315,0.007336139506915213,2020-04-01
296432,125.0,8208,0.015229044834307991,2020-04-01
296473,3.0,2552,0.0011755485893416929,2020-04-01
296526,30.0,2173,0.013805798435342844,2020-04-01
296627,72.0,4617,0.015594541910331383,2020-04-01
296979,6.0,1138,0.005272407732864675,2020-04-01
297409,32.0,3295,0.009711684370257967,2020-04-01
297458,118.0,5893,0.020023756999830306,2020-04-01
297501,12.0,2856,0.004201680672268907,2020-04-01
297558,63.0,5064,0.012440758293838863,2020-04-01
297561,10.0,1796,0.005567928730512249,2020-04-01
297578,6.0,1772,0.003386004514672686,2020-04-01
297620,40.0,3538,0.011305822498586773,2020-04-01
297629,3.0,821,0.0036540803897685747,2020-04-01
297799,15.0,1954,0.007676560900716479,2020-04-01
297840,48.0,3498,0.0137221269296741,2020-04-01
297852,34.0,2728,0.012463343108504398,2020-04-01
297919,30.0,5154,0.005820721769499418,2020-04-01
297931,29.0,2309,0.012559549588566478,2020-04-01
298097,0.0,1572,0.0,2020-04-01
298182,21.0,2773,0.007573025604038947,2020-04-01
298572,7.0,3558,0.0019673974142776843,2020-04-01
298869,1.0,3547,0.000281928390188892,2020-04-01
298970,3.0,1609,0.0018645121193287756,2020-04-01
298978,14.0,6645,0.002106847253574116,2020-04-01
299007,5.0,3750,0.0013333333333333333,2020-04-01
299030,12.0,3037,0.003951267698386566,2020-04-01
299032,34.0,7159,0.0047492666573543795,2020-04-01
299033,44.0,6455,0.006816421378776143,2020-04-01
299052,0.0,1040,0.0,2020-04-01
299073,1.0,4909,0.00020370747606437156,2020-04-01
299079,2.0,1844,0.0010845986984815619,2020-04-01
299116,2.0,3347,0.0005975500448162533,2020-04-01
299258,27.0,295,0.09152542372881356,2020-04-01
299294,9.0,2413,0.0037297969332780773,2020-04-01
301553,7.0,5931,0.0011802394199966278,2020-04-01
301606,1.0,3624,0.0002759381898454746,2020-04-01
301927,11.0,2659,0.004136893569010906,2020-04-01
302155,4.0,4266,0.0009376465072667605,2020-04-01
302527,90.0,6445,0.013964313421256789,2020-04-01
302574,33.0,3662,0.009011469142545057,2020-04-01
302592,43.0,6672,0.00644484412470024,2020-04-01
303004,99.0,9240,0.010714285714285714,2020-04-01
303098,2.0,2647,0.0007555723460521345,2020-04-01
303241,28.0,6322,0.004428978171464726,2020-04-01
303277,3.0,3259,0.0009205277692543725,2020-04-01
303300,0.0,1801,0.0,2020-04-01
303550,10.0,2340,0.004273504273504274,2020-04-01
303552,2.0,1817,0.001100715465052284,2020-04-01
303558,4.0,1708,0.00234192037470726,2020-04-01
303581,11.0,3269,0.00336494340776996,2020-04-01
303584,3.0,3159,0.000949667616334283,2020-04-01
303610,0.0,5477,0.0,2020-04-01
303622,1.0,4361,0.00022930520522815867,2020-04-01
303633,0.0,4811,0.0,2020-04-01
303642,8.0,2484,0.00322061191626409,2020-04-01
304615,30.0,3138,0.009560229445506692,2020-04-01
305102,13.0,3572,0.003639417693169093,2020-04-01
305177,19.0,3933,0.004830917874396135,2020-04-01
305190,5.0,2466,0.00202757502027575,2020-04-01
305192,4.0,4650,0.0008602150537634409,2020-04-01
373593,15.0,2632,0.0056990881458966565,2020-04-01
72908,0.0,16,0.0,2020-04-01
296251,0.0,764,0.0,2020-04-01
296504,3.0,1386,0.0021645021645021645,2020-04-01
297264,3.0,1911,0.0015698587127158557,2020-04-01
297507,6.0,2561,0.0023428348301444747,2020-04-01
297596,4.0,1382,0.002894356005788712,2020-04-01
297643,3.0,1243,0.002413515687851971,2020-04-01
297859,32.0,3175,0.010078740157480314,2020-04-01
297873,54.0,4774,0.011311269375785506,2020-04-01
298965,7.0,2192,0.0031934306569343066,2020-04-01
298976,14.0,4086,0.0034263338228095936,2020-04-01
299000,34.0,2578,0.013188518231186967,2020-04-01
299016,0.0,1337,0.0,2020-04-01
299044,23.0,4525,0.005082872928176795,2020-04-01
299215,3.0,4165,0.0007202881152460984,2020-04-01
301619,28.0,2018,0.013875123885034688,2020-04-01
302173,8.0,5229,0.0015299292407726143,2020-04-01
305116,60.0,4851,0.012368583797155226,2020-04-01
305801,6.0,11260,0.0005328596802841918,2020-04-01
306050,1.0,2668,0.0003748125937031484,2020-04-01
306317,5.0,2762,0.0018102824040550326,2020-04-01
297581,7.0,1972,0.0035496957403651115,2020-04-01
297860,29.0,2642,0.01097653292959879,2020-04-01
297881,28.0,1260,0.022222222222222223,2020-04-01
298720,13.0,1988,0.006539235412474849,2020-04-01
298954,36.0,4158,0.008658008658008658,2020-04-01
299059,0.0,3244,0.0,2020-04-01
299069,2.0,4357,0.0004590314436538903,2020-04-01
299075,0.0,2645,0.0,2020-04-01
299089,0.0,6403,0.0,2020-04-01
299129,29.0,3978,0.007290095525389643,2020-04-01
299210,10.0,3853,0.0025953802232026994,2020-04-01
299214,1.0,2374,0.00042122999157540015,2020-04-01
299344,3.0,1317,0.002277904328018223,2020-04-01
301295,48.0,4482,0.0107095046854083,2020-04-01
301633,27.0,2947,0.009161859518154056,2020-04-01
302399,35.0,3304,0.01059322033898305,2020-04-01
302489,31.0,1579,0.019632678910702975,2020-04-01
303382,4.0,2170,0.0018433179723502304,2020-04-01
303394,16.0,3792,0.004219409282700422,2020-04-01
303505,42.0,5401,0.007776337715237919,2020-04-01
303567,16.0,2371,0.006748207507380852,2020-04-01
303576,9.0,2469,0.0036452004860267314,2020-04-01
306277,1.0,1992,0.000502008032128514,2020-04-01
373685,2.0,2416,0.0008278145695364238,2020-04-01
297565,1.0,1484,0.0006738544474393531,2020-04-01
299004,0.0,3884,0.0,2020-04-01
299333,0.0,1735,0.0,2020-04-01
303213,5.0,4521,0.0011059500110595002,2020-04-01
303253,11.0,3706,0.0029681597409606042,2020-04-01
305805,0.0,73,0.0,2020-04-01
373712,0.0,2618,0.0,2020-04-01
303551,16.0,1772,0.009029345372460496,2020-04-01
155007,0.0,10,0.0,2020-04-01
303587,3.0,1773,0.001692047377326565,2020-04-01
297928,0.0,38,0.0,2020-04-01
299338,2.0,2198,0.0009099181073703367,2020-04-01
303197,1.0,2334,0.0004284490145672665,2020-04-01
70265,3.0,811,0.0036991368680641184,2020-04-01
299056,0.0,1499,0.0,2020-04-01
303583,27.0,2920,0.009246575342465754,2020-04-01
65245,0.0,46,0.0,2020-04-01
299271,0.0,80,0.0,2020-04-01
299329,0.0,3015,0.0,2020-04-01
299117,0.0,1516,0.0,2020-04-01
80691,0.0,66,0.0,2020-04-01
5071,0.0,6,0.0,2020-04-01
296248,0.0,938,0.0,2020-04-01
131163,0.0,65,0.0,2020-04-01
102192,0.0,1960,0.0,2020-05-01
107402,12.0,2033,0.005902606984751598,2020-05-01
107404,4.0,1188,0.003367003367003367,2020-05-01
110407,131.0,11207,0.01168912286963505,2020-05-01
113410,25.0,3568,0.007006726457399103,2020-05-01
114411,2.0,2227,0.000898069151324652,2020-05-01
118416,12.0,2088,0.005747126436781609,2020-05-01
120,119.0,10547,0.011282829240542334,2020-05-01
120270,2.0,4125,0.00048484848484848484,2020-05-01
120417,104.0,4889,0.02127224381264062,2020-05-01
121418,63.0,3184,0.01978643216080402,2020-05-01
123419,28.0,2011,0.0139234211834908,2020-05-01
123568,31.0,3110,0.009967845659163987,2020-05-01
124414,93.0,3581,0.025970399329796147,2020-05-01
124791,244.0,15885,0.015360402895813662,2020-05-01
129710,6.0,2354,0.002548853016142736,2020-05-01
131175,68.0,5286,0.012864169504351116,2020-05-01
131428,51.0,1821,0.02800658978583196,2020-05-01
137434,88.0,7260,0.012121212121212121,2020-05-01
138445,6.0,4089,0.001467351430667645,2020-05-01
139436,6.0,2449,0.002449979583503471,2020-05-01
143263,44.0,4634,0.009495036685369012,2020-05-01
145433,122.0,15962,0.007643152487156998,2020-05-01
148223,0.0,69,0.0,2020-05-01
149438,73.0,4660,0.015665236051502145,2020-05-01
150438,25.0,4559,0.005483658697082693,2020-05-01
155445,45.0,3490,0.012893982808022923,2020-05-01
157446,8.0,5158,0.0015509887553315238,2020-05-01
159447,27.0,2242,0.012042818911685994,2020-05-01
16,66.0,7607,0.008676219271723414,2020-05-01
163452,38.0,6490,0.005855161787365178,2020-05-01
163453,2.0,4374,0.0004572473708276177,2020-05-01
17,2.0,5348,0.00037397157816005983,2020-05-01
170459,17.0,2109,0.008060692271218587,2020-05-01
171459,13.0,3766,0.0034519383961763143,2020-05-01
172460,48.0,3272,0.014669926650366748,2020-05-01
174462,16.0,4094,0.0039081582804103565,2020-05-01
175463,3.0,9458,0.0003171917953055614,2020-05-01
177513,7.0,2692,0.002600297176820208,2020-05-01
182518,14.0,4130,0.003389830508474576,2020-05-01
182519,2.0,2614,0.0007651109410864575,2020-05-01
184521,4.0,3320,0.0012048192771084338,2020-05-01
185521,5.0,12488,0.00040038436899423447,2020-05-01
186523,19.0,2050,0.009268292682926829,2020-05-01
187523,5.0,2524,0.0019809825673534074,2020-05-01
189526,80.0,5980,0.013377926421404682,2020-05-01
19,45.0,8911,0.005049938278532152,2020-05-01
190527,0.0,5417,0.0,2020-05-01
191528,18.0,5379,0.0033463469046291134,2020-05-01
195532,27.0,3029,0.008913832948167713,2020-05-01
196528,59.0,8124,0.0072624322993599215,2020-05-01
196530,64.0,10481,0.006106287567980154,2020-05-01
196531,67.0,11637,0.005757497636847985,2020-05-01
196533,12.0,4971,0.0024140012070006035,2020-05-01
197535,0.0,2265,0.0,2020-05-01
20,72.0,9973,0.007219492630101273,2020-05-01
201538,88.0,15235,0.005776173285198556,2020-05-01
206540,6.0,6728,0.0008917954815695601,2020-05-01
20989,0.0,6312,0.0,2020-05-01
20999,13.0,6462,0.0020117610646858556,2020-05-01
210547,11.0,2248,0.004893238434163701,2020-05-01
213550,8.0,5881,0.0013603128719605509,2020-05-01
215552,56.0,2850,0.019649122807017545,2020-05-01
217554,7.0,2060,0.0033980582524271844,2020-05-01
218555,12.0,3263,0.003677597303095311,2020-05-01
219557,10.0,3732,0.0026795284030010718,2020-05-01
220,7.0,2890,0.002422145328719723,2020-05-01
222559,1.0,2842,0.0003518648838845883,2020-05-01
223560,0.0,1750,0.0,2020-05-01
224553,29.0,7869,0.0036853475663997967,2020-05-01
224554,7.0,9934,0.0007046506945842561,2020-05-01
22470,32.0,2584,0.01238390092879257,2020-05-01
225562,13.0,5841,0.0022256462934429036,2020-05-01
226563,33.0,10436,0.003162131084706784,2020-05-01
228565,0.0,1905,0.0,2020-05-01
229566,1.0,4121,0.0002426595486532395,2020-05-01
233568,2.0,2852,0.0007012622720897616,2020-05-01
233569,0.0,6189,0.0,2020-05-01
235568,24.0,5170,0.0046421663442940036,2020-05-01
23633,8.0,2842,0.0028149190710767065,2020-05-01
237573,1.0,4483,0.00022306491188935982,2020-05-01
237574,46.0,12309,0.0037371029328133886,2020-05-01
240576,7.0,2218,0.0031559963931469793,2020-05-01
240577,11.0,7633,0.001441110965544347,2020-05-01
242578,7.0,3971,0.0017627801561319568,2020-05-01
245582,7.0,2686,0.0026061057334326137,2020-05-01
24643,49.0,6208,0.007893041237113402,2020-05-01
24646,19.0,8974,0.0021172275462447068,2020-05-01
246583,0.0,3268,0.0,2020-05-01
248585,51.0,5563,0.009167715261549523,2020-05-01
250587,10.0,4053,0.002467308166790032,2020-05-01
25140,6.0,4165,0.0014405762304921968,2020-05-01
25142,0.0,3988,0.0,2020-05-01
251589,2.0,2644,0.0007564296520423601,2020-05-01
25301,3.0,4070,0.0007371007371007371,2020-05-01
255592,5.0,2888,0.0017313019390581717,2020-05-01
256592,2.0,4957,0.00040346984062941297,2020-05-01
257595,1.0,4173,0.00023963575365444525,2020-05-01
25849,13.0,7078,0.0018366770274088726,2020-05-01
25857,35.0,3176,0.01102015113350126,2020-05-01
25927,8.0,2611,0.003063960168517809,2020-05-01
25949,21.0,6821,0.0030787274593168158,2020-05-01
25951,13.0,6865,0.0018936635105608157,2020-05-01
26024,22.0,6884,0.0031958163858221964,2020-05-01
26043,1.0,8253,0.00012116806009935781,2020-05-01
26097,18.0,7032,0.002559726962457338,2020-05-01
26108,10.0,4553,0.0021963540522732263,2020-05-01
26162,7.0,3986,0.0017561465127947818,2020-05-01
26164,18.0,2264,0.007950530035335688,2020-05-01
26179,11.0,3057,0.003598298985933922,2020-05-01
265601,0.0,6309,0.0,2020-05-01
266602,0.0,2492,0.0,2020-05-01
267603,0.0,2386,0.0,2020-05-01
267604,15.0,8443,0.0017766196849461093,2020-05-01
269606,26.0,6121,0.004247671949027937,2020-05-01
27011,109.0,9427,0.011562533149464305,2020-05-01
27012,37.0,6262,0.005908655381667199,2020-05-01
27013,78.0,7635,0.010216110019646365,2020-05-01
27014,58.0,13354,0.004343267934701213,2020-05-01
27015,9.0,15534,0.0005793742757821553,2020-05-01
27017,13.0,4451,0.0029206919793304874,2020-05-01
27018,126.0,19279,0.0065356086933969606,2020-05-01
27026,37.0,7528,0.004914984059511158,2020-05-01
27027,41.0,6019,0.006811762751287589,2020-05-01
27029,101.0,15879,0.006360602053026009,2020-05-01
27030,7.0,7599,0.000921173838662982,2020-05-01
27032,15.0,7231,0.0020744018807910387,2020-05-01
27034,1.0,2695,0.00037105751391465676,2020-05-01
27039,1.0,6274,0.0001593879502709595,2020-05-01
27040,4.0,4304,0.0009293680297397769,2020-05-01
27041,4.0,2839,0.0014089468122578373,2020-05-01
27044,0.0,1614,0.0,2020-05-01
27045,31.0,6145,0.005044751830756713,2020-05-01
27047,2.0,5081,0.000393623302499508,2020-05-01
27050,1.0,2114,0.0004730368968779565,2020-05-01
27052,2.0,5803,0.0003446493193175943,2020-05-01
27055,6.0,5164,0.0011618900077459333,2020-05-01
27058,12.0,2092,0.0057361376673040155,2020-05-01
27059,14.0,7826,0.0017889087656529517,2020-05-01
27060,52.0,8238,0.006312211701869385,2020-05-01
270606,2.0,4712,0.00042444821731748726,2020-05-01
27065,2.0,4142,0.0004828585224529213,2020-05-01
27068,5.0,1995,0.002506265664160401,2020-05-01
27069,48.0,5744,0.008356545961002786,2020-05-01
27070,70.0,10669,0.006561064767082201,2020-05-01
27071,99.0,8281,0.011955077889143823,2020-05-01
27072,11.0,7048,0.0015607264472190692,2020-05-01
27073,84.0,8033,0.010456865430100834,2020-05-01
27075,27.0,6517,0.004143010587693724,2020-05-01
27076,35.0,6059,0.005776530780656874,2020-05-01
27077,51.0,6482,0.00786794199321197,2020-05-01
27084,21.0,16645,0.0012616401321718235,2020-05-01
27086,6.0,3374,0.0017783046828689982,2020-05-01
27087,64.0,10578,0.0060502930610701455,2020-05-01
271608,3.0,5083,0.0005902026362384419,2020-05-01
272608,0.0,4155,0.0,2020-05-01
274602,52.0,8345,0.006231276213301378,2020-05-01
274608,498.0,23410,0.02127296027338744,2020-05-01
274610,135.0,13940,0.009684361549497847,2020-05-01
274614,96.0,8045,0.011932877563704165,2020-05-01
275614,290.0,11406,0.025425214799228477,2020-05-01
275616,94.0,9943,0.009453887156793725,2020-05-01
275617,272.0,10611,0.025633776269908586,2020-05-01
275618,79.0,9407,0.008398001488253428,2020-05-01
275620,190.0,9876,0.01923855812069664,2020-05-01
276764,17.0,5473,0.003106157500456788,2020-05-01
276966,93.0,12244,0.007595557007513885,2020-05-01
278074,5.0,10856,0.0004605747973470892,2020-05-01
278682,14.0,7157,0.0019561268687997764,2020-05-01
278784,8.0,7925,0.0010094637223974764,2020-05-01
280905,8.0,2059,0.003885381253035454,2020-05-01
281006,79.0,8727,0.009052366219777702,2020-05-01
281106,7.0,9956,0.0007030936118923262,2020-05-01
281107,17.0,6551,0.0025950236605098457,2020-05-01
281402,151.0,8485,0.017796110783736004,2020-05-01
281711,85.0,8762,0.009700981511070532,2020-05-01
28178,48.0,9396,0.005108556832694764,2020-05-01
281908,32.0,3688,0.008676789587852495,2020-05-01
282216,13.0,8998,0.00144476550344521,2020-05-01
28418,22.0,2537,0.008671659440283799,2020-05-01
284338,114.0,9544,0.011944677284157585,2020-05-01
284742,41.0,8252,0.0049684924866698985,2020-05-01
285347,0.0,7469,0.0,2020-05-01
286357,7.0,2569,0.0027247956403269754,2020-05-01
28642,7.0,5081,0.0013776815587482779,2020-05-01
28645,7.0,1718,0.004074505238649592,2020-05-01
286559,3.0,1757,0.001707455890722823,2020-05-01
286661,0.0,1522,0.0,2020-05-01
286762,0.0,1738,0.0,2020-05-01
28682,3.0,9504,0.0003156565656565657,2020-05-01
28701,12.0,9001,0.0013331852016442618,2020-05-01
28720,17.0,4935,0.0034447821681864235,2020-05-01
287265,224.0,22979,0.009748030810740242,2020-05-01
287402,3.0,4668,0.0006426735218508997,2020-05-01
287446,91.0,6696,0.013590203106332138,2020-05-01
287456,7.0,5185,0.0013500482160077145,2020-05-01
287464,226.0,6853,0.03297825769735882,2020-05-01
288420,58.0,5239,0.011070815041038367,2020-05-01
288571,122.0,10322,0.011819414842084867,2020-05-01
288971,5.0,2890,0.0017301038062283738,2020-05-01
289267,0.0,2081,0.0,2020-05-01
289768,67.0,13968,0.00479667812142039,2020-05-01
289771,13.0,4304,0.0030204460966542753,2020-05-01
289772,5.0,2749,0.0018188432157148053,2020-05-01
289773,28.0,4705,0.005951115834218916,2020-05-01
289774,16.0,2661,0.006012777151446824,2020-05-01
289776,2.0,2705,0.0007393715341959334,2020-05-01
289921,35.0,11109,0.00315059861373661,2020-05-01
290784,26.0,10639,0.0024438387066453614,2020-05-01
290785,18.0,6241,0.0028841531805800353,2020-05-01
290786,5.0,3986,0.001254390366281987,2020-05-01
291235,0.0,73,0.0,2020-05-01
291379,96.0,9316,0.010304851867754402,2020-05-01
291430,36.0,8361,0.004305705059203444,2020-05-01
291582,33.0,3142,0.010502864417568428,2020-05-01
291680,35.0,4111,0.008513743614692289,2020-05-01
292088,14.0,6152,0.0022756827048114434,2020-05-01
292096,54.0,9086,0.005943209333039842,2020-05-01
292105,18.0,9536,0.0018875838926174498,2020-05-01
292116,7.0,4952,0.0014135702746365104,2020-05-01
292120,10.0,16790,0.0005955926146515784,2020-05-01
292196,51.0,11003,0.004635099518313188,2020-05-01
292211,15.0,3280,0.004573170731707317,2020-05-01
292213,37.0,6971,0.005307703342418591,2020-05-01
292250,72.0,4223,0.017049490883258345,2020-05-01
292254,115.0,14730,0.007807196198234894,2020-05-01
292280,65.0,10431,0.006231425558431598,2020-05-01
292281,50.0,11530,0.004336513443191674,2020-05-01
292314,29.0,8865,0.0032712915961646927,2020-05-01
292319,173.0,15901,0.010879818879315765,2020-05-01
292361,38.0,9101,0.0041753653444676405,2020-05-01
292372,92.0,6362,0.014460861364350833,2020-05-01
292384,161.0,10985,0.014656349567592172,2020-05-01
292385,13.0,10720,0.001212686567164179,2020-05-01
292400,43.0,13597,0.0031624623078620284,2020-05-01
292453,83.0,8645,0.009600925390399074,2020-05-01
292476,34.0,6168,0.005512321660181583,2020-05-01
292483,44.0,6764,0.006505026611472502,2020-05-01
292491,0.0,1766,0.0,2020-05-01
292497,44.0,4711,0.009339842920823604,2020-05-01
292506,44.0,11530,0.003816131830008673,2020-05-01
292533,11.0,10973,0.0010024605850724505,2020-05-01
292560,44.0,7768,0.005664263645726055,2020-05-01
292594,15.0,7031,0.002133409187882236,2020-05-01
292596,22.0,8303,0.0026496447067325063,2020-05-01
292646,12.0,4319,0.0027784209307710117,2020-05-01
292663,23.0,3379,0.006806747558449245,2020-05-01
292690,8.0,3675,0.0021768707482993197,2020-05-01
292700,3.0,8136,0.0003687315634218289,2020-05-01
292718,18.0,7732,0.0023279875840662182,2020-05-01
292736,2.0,3535,0.0005657708628005657,2020-05-01
292746,10.0,10664,0.0009377344336084021,2020-05-01
292757,3.0,6263,0.0004790036723614881,2020-05-01
292759,105.0,9535,0.01101206082852648,2020-05-01
292772,12.0,3858,0.003110419906687403,2020-05-01
292775,21.0,7424,0.0028286637931034483,2020-05-01
292779,31.0,3240,0.009567901234567902,2020-05-01
292782,90.0,7173,0.012547051442910916,2020-05-01
292800,21.0,5530,0.0037974683544303796,2020-05-01
292810,5.0,7697,0.0006496037417175523,2020-05-01
292833,64.0,9624,0.006650041562759767,2020-05-01
292836,31.0,4710,0.0065817409766454355,2020-05-01
292848,52.0,13880,0.0037463976945244955,2020-05-01
292859,2.0,5723,0.00034946706272933774,2020-05-01
292918,9.0,10983,0.0008194482381862879,2020-05-01
292925,159.0,16579,0.009590445744616684,2020-05-01
292935,33.0,5684,0.005805770584095708,2020-05-01
292943,40.0,11475,0.003485838779956427,2020-05-01
292950,5.0,5732,0.0008722958827634334,2020-05-01
292993,34.0,15772,0.002155718995688562,2020-05-01
293013,51.0,6736,0.0075712589073634205,2020-05-01
293019,110.0,9980,0.011022044088176353,2020-05-01
293029,46.0,6830,0.006734992679355783,2020-05-01
293043,30.0,8475,0.0035398230088495575,2020-05-01
293046,3.0,11145,0.00026917900403768504,2020-05-01
293047,5.0,1978,0.0025278058645096056,2020-05-01
293076,28.0,10679,0.0026219683490963574,2020-05-01
293087,86.0,16351,0.005259617148798239,2020-05-01
293104,131.0,15107,0.008671476798834976,2020-05-01
293120,148.0,12831,0.011534564726054087,2020-05-01
293132,36.0,2838,0.012684989429175475,2020-05-01
293135,102.0,7809,0.013061851709565886,2020-05-01
293165,10.0,8449,0.0011835720203574387,2020-05-01
293170,2.0,9798,0.00020412329046744235,2020-05-01
293173,125.0,9949,0.01256407679163735,2020-05-01
293174,100.0,7750,0.012903225806451613,2020-05-01
293177,66.0,14284,0.004620554466535984,2020-05-01
293205,1.0,2616,0.00038226299694189603,2020-05-01
293210,44.0,5800,0.007586206896551724,2020-05-01
293229,81.0,10689,0.007577883805781645,2020-05-01
293256,145.0,9698,0.014951536399257578,2020-05-01
293260,112.0,6087,0.01839986857236734,2020-05-01
293460,187.0,23502,0.00795676963662667,2020-05-01
293506,37.0,3728,0.00992489270386266,2020-05-01
293539,36.0,4919,0.007318560683065664,2020-05-01
293582,38.0,10337,0.0036761149269614007,2020-05-01
293607,9.0,5869,0.0015334810018742546,2020-05-01
293678,8.0,4576,0.0017482517482517483,2020-05-01
293688,43.0,3381,0.012718130730553091,2020-05-01
293693,203.0,21875,0.00928,2020-05-01
293714,9.0,2190,0.00410958904109589,2020-05-01
293719,142.0,13164,0.01078699483439684,2020-05-01
293729,0.0,2646,0.0,2020-05-01
293736,46.0,6179,0.0074445703188218155,2020-05-01
293799,136.0,19771,0.006878761822871883,2020-05-01
293809,64.0,10097,0.00633851639100723,2020-05-01
293814,71.0,8841,0.008030765750480715,2020-05-01
293816,3.0,2168,0.0013837638376383763,2020-05-01
293832,1.0,2790,0.00035842293906810036,2020-05-01
293851,8.0,4063,0.0019689884321929607,2020-05-01
293861,17.0,17008,0.0009995296331138288,2020-05-01
293946,11.0,3354,0.003279666070363745,2020-05-01
294012,19.0,7519,0.0025269317728421332,2020-05-01
294058,4.0,3470,0.0011527377521613833,2020-05-01
294091,16.0,4874,0.003282724661469019,2020-05-01
294097,10.0,4873,0.0020521239482864766,2020-05-01
294105,32.0,4978,0.0064282844515869825,2020-05-01
294146,150.0,12839,0.011683152893527534,2020-05-01
294182,70.0,10345,0.006766553890768487,2020-05-01
294415,13.0,12534,0.0010371788734641774,2020-05-01
294709,67.0,10227,0.0065512858120661,2020-05-01
294788,24.0,5571,0.004308023694130318,2020-05-01
294819,93.0,14189,0.006554373105927127,2020-05-01
294944,63.0,7538,0.00835765455027859,2020-05-01
295064,52.0,6491,0.008011092281620705,2020-05-01
295067,36.0,17415,0.0020671834625322996,2020-05-01
295744,26.0,2718,0.009565857247976454,2020-05-01
295745,53.0,5449,0.009726555331253441,2020-05-01
295746,171.0,13780,0.012409288824383163,2020-05-01
295748,92.0,16760,0.005489260143198091,2020-05-01
295750,115.0,9019,0.012750859297039584,2020-05-01
295751,71.0,10171,0.006980631206371055,2020-05-01
295752,102.0,10976,0.009293002915451895,2020-05-01
295753,38.0,5289,0.007184723010020798,2020-05-01
295754,78.0,12292,0.006345590628050765,2020-05-01
295755,72.0,14877,0.004839685420447671,2020-05-01
295756,44.0,3254,0.013521819299323909,2020-05-01
295757,74.0,6117,0.012097433382376982,2020-05-01
295758,56.0,8163,0.0068602229572461105,2020-05-01
